release,tatum_distribution_0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,pitch_distribution_0,1,2,3,4,5,6,7,8,9,10,11,mfcc_mean_0,1,2,3,4,5,6,7,8,9,10,11,12,mfcc_variance_0,1,2,3,4,5,6,7,8,9,10,11,12
1,0.0878404296126,0.0667433831991,0.0882240122746,0.0107403145378,0.0924434215573,0.0191791331032,0.0909090909091,0.036440352896,0.0851553509781,0.066359800537,0.0855389336402,0.0115074798619,0.0920598388953,0.0295358649789,0.0912926735712,0.0460299194476,0.38055532041,0.0129659414769,0.0289088292559,0.0486469708513,0.0130929202291,0.069654899969,0.00210220378679,0.124947092187,0.00912836140975,0.132241316064,0.146505262564,0.0312508817969,-15.9215489708,2.21818458829,-0.0767474301308,0.360716140132,0.336660057338,0.133873969275,0.0278036560398,0.208263226907,0.0764531126261,0.0265556053095,-0.0355015348492,-0.0619743258722,0.114116483147,404.969681404,2.17018538011,0.592746578199,0.272639728624,0.217340535982,0.141337936374,0.141139239422,0.121900688796,0.112686604264,0.119206067789,0.105306014429,0.101511663421,0.105549588598
2,0.0850220264317,0.047577092511,0.0850220264317,0.0374449339207,0.0859030837004,0.0193832599119,0.0859030837004,0.0533039647577,0.0832599118943,0.0506607929515,0.0867841409692,0.0259911894273,0.0854625550661,0.0286343612335,0.0832599118943,0.0563876651982,0.238321657475,0.00724400059621,0.0504695185572,0.006379490237,0.238038455806,0.0435236249814,0.0536592636757,0.207258905947,0.0123267252944,0.00745267551051,0.0748546728275,0.0604710090923,-14.1633712159,2.0342795705,-0.119415274678,0.362578166333,0.377400054135,0.217892098563,0.16058837805,0.200624652176,0.0757249399211,0.042895509244,-0.00212649148771,0.0418131348526,0.0395822651952,15.2950321654,2.07952560711,0.45907941953,0.224226062607,0.166136151214,0.123897474646,0.115856879913,0.112994686693,0.100927083378,0.0931966945559,0.0862666234258,0.0865093754285,0.0728543274147
4,0.106268364349,0.0357492654261,0.0910871694417,0.0553379040157,0.100881488737,0.0249755142018,0.0969637610186,0.0107737512243,0.0974534769833,0.0298726738492,0.100881488737,0.0284035259549,0.102350636631,0.0137120470127,0.0959843290891,0.00930460333007,0.346080650139,0.00815245345129,0.0308224462504,0.0594846209238,0.0109942392758,0.138450262319,0.0113285670199,0.218521757021,0.00995267976546,0.004320543154,0.137858759387,0.0240330212941,-13.4493160144,2.06594099453,0.47552936722,0.183346822393,0.220206626892,0.22583885092,0.130427221198,0.124293423245,0.0635321107348,0.0122772472524,0.0504167673398,0.0478568405437,0.0493839971988,7.32184749379,1.32682545784,0.50945940338,0.258469481727,0.178816648009,0.117143073397,0.102709628494,0.0991166830019,0.0932145811281,0.0972401189205,0.0911835502852,0.0922449741563,0.0801791431924
5,0.0913461538462,0.0471153846154,0.0650641025641,0.0775641025641,0.0817307692308,0.0169871794872,0.0769230769231,0.0320512820513,0.0891025641026,0.0685897435897,0.0621794871795,0.0801282051282,0.0830128205128,0.00897435897436,0.0788461538462,0.0403846153846,0.437599934641,0.00877674163467,0.0950619157106,0.15149216279,0.00887011122653,0.00926693199192,0.00501861556238,0.112755453368,0.0538742545022,0.0140171099777,0.0912104200465,0.0120563485487,-12.8073454577,1.76906127856,0.0964247279118,0.492673049867,0.198630408468,0.236334821655,0.113171905254,0.205674029651,0.0669003504511,0.0426845062924,0.0366102730318,-0.0122122039512,0.0553927045468,9.46651432559,1.15957435622,0.423336742858,0.224256155968,0.207987160671,0.150957976225,0.115519454282,0.106468719682,0.0974185785473,0.107677255622,0.102671064441,0.0835064258481,0.0883745607318
8,0.0604337006754,0.0661215783861,0.0796302879488,0.0607891930323,0.083185211518,0.0355492356914,0.0782083185212,0.0387486669037,0.0881621045148,0.0490579452542,0.078919303235,0.0661215783861,0.0824742268041,0.0344827586207,0.0846071809456,0.0135087095627,0.272023939858,0.00935454832981,0.0351677493127,0.0236357443496,0.00785830717952,0.0401673843758,0.00835705422962,0.177468797898,0.00510911612291,0.0112643845948,0.379522175997,0.030070797752,-13.8284893395,1.92053901041,0.552194157548,0.440502875525,0.210230851525,0.310684276351,0.0313085789474,0.209133027606,0.00685963651998,0.0351603298682,-0.0130258555936,-0.0598144430113,-0.0387492184576,9.5442297775,1.64110932107,0.356588022525,0.186420870211,0.160296395227,0.126703541576,0.107935262677,0.0846014162963,0.0972363698829,0.0899889238367,0.0826543873968,0.0808425803859,0.0794282407329
9,0.0743801652893,0.0509090909091,0.0677685950413,0.0700826446281,0.0628099173554,0.0436363636364,0.0809917355372,0.0380165289256,0.0671074380165,0.0535537190083,0.0690909090909,0.0598347107438,0.0717355371901,0.059173553719,0.0780165289256,0.0528925619835,0.242376067583,0.00733382844411,0.0957691236539,0.226397140735,0.0129618455254,0.0607361678426,0.0106410137393,0.239765131823,0.0167796138136,0.00165939472707,0.0800338841441,0.00554678796881,-13.6140933809,2.63530880602,0.274929600302,0.220038589536,0.239584872426,0.204725020525,0.0958633864693,0.127067519168,0.130253776779,0.095545920018,-0.0187123184051,0.0019803718368,0.0420418121747,13.751703702,1.94551761229,0.422615873091,0.250208232636,0.190491526427,0.121051332734,0.129047222749,0.100544489241,0.090234425746,0.0931706550049,0.0886218569495,0.0764822436818,0.0801001760717
11,0.0786393562546,0.0493782004389,0.0786393562546,0.0548646671544,0.0753474762253,0.0365764447696,0.0775420629115,0.0391367959034,0.0775420629115,0.0559619604974,0.0786393562546,0.0599853694221,0.0775420629115,0.0391367959034,0.0771762984638,0.0438917337235,0.375532870353,0.00789343857918,0.0582267592628,0.0310930641468,0.0213401135947,0.0910781374521,0.0156350802626,0.168734899371,0.0100438946024,0.0351156818843,0.174161638394,0.0111444220966,-12.7652263796,1.61556570077,-0.1800462291,0.0764187871823,0.289741122421,0.312149410002,0.11587275128,0.164118505804,0.0855206558163,0.166415736376,0.0628712104125,0.0136570788844,0.0215147229316,10.9771952948,1.04491911335,0.410405007434,0.180211785547,0.1843136851,0.13712390026,0.106032354908,0.098454780833,0.0904483708732,0.0842264208757,0.0914291708886,0.0744980828687,0.0718546482689
12,0.0676387201296,0.0607533414338,0.0664236533009,0.0546780072904,0.0696638315107,0.0587282300527,0.0801944106926,0.0417172944512,0.0680437424058,0.053867962738,0.0643985419198,0.0595382746051,0.0696638315107,0.0567031186715,0.0822195220737,0.0457675172134,0.352156376047,0.0123988639347,0.0825198692093,0.0463734218,0.00358003770973,0.0705148094227,0.00165875080551,0.264111315306,0.0692498627652,0.0123988639347,0.0669944390081,0.018043390057,-13.138760836,1.76859290083,0.300846738222,0.232886833128,0.184951024013,0.160933134797,0.0358642247437,0.0619742493656,0.0612447274481,0.0384719495237,0.0750197361774,-0.0129526345867,0.0380576295695,12.9448087387,1.17186857612,0.342822250316,0.170352506115,0.170191692855,0.118896497877,0.114971009285,0.102722006528,0.123701015442,0.110272333667,0.0981942850374,0.100452868575,0.0882035648793
14,0.0997150997151,0.030118030118,0.0936100936101,0.039886039886,0.0903540903541,0.015873015873,0.0956450956451,0.028897028897,0.0976800976801,0.037851037851,0.0989010989011,0.043142043142,0.0952380952381,0.017094017094,0.0870980870981,0.028897028897,0.11157330902,0.00814861245655,0.0304860675822,0.184511938002,0.0195794632173,0.0591486694399,0.0247991338538,0.173081087241,0.0108724143826,0.0113966607784,0.345318821585,0.02108382244,-13.7295374263,1.96540700575,0.329848947761,0.436099301247,0.0799950723324,0.114919110509,0.147272490469,0.227058423753,0.11863534445,0.025120100563,-0.0178194280027,0.0599890711126,0.0893635677614,13.8684709053,0.996001014452,0.341950213397,0.314357897103,0.223190995799,0.140467963683,0.12246634803,0.122166431992,0.102626234595,0.105039237732,0.105816386154,0.0943945983416,0.0864311202312
